,Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,price,price-cur,locations,latitude,city,longtitude,id,İpoteka,Təmir
116,Yeni tikili,17 / 20,75 m²,2,var,175000,AZN,"İnşaatçılar m.,20 Yanvar m.,Yasamal r.",40.3863886681378,Bakı,49.80817391355895,3137948,,
117,Yeni tikili,2 / 14,72 m²,2,var,176000,AZN,"Təhsil Nazirliyi ,Nərimanov r.",40.39989258617802,Bakı,49.83979431395813,3140552,var,var
118,Yeni tikili,9 / 15,138 m²,3,var,247000,AZN,"8 Noyabr m.,Nəsimi r.",40.39651469306789,Bakı,49.82223730577856,3143156,,
119,Yeni tikili,7 / 19,103 m²,3,var,140000,AZN,"Yasamal r.,Yeni Yasamal q.",40.39414959485713,Bakı,49.7993946075439,3144024,,
120,Köhnə tikili,4 / 5,55 m²,3,var,105000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,7-ci mikrorayon q.",40.4305936142414,Bakı,49.85091485463197,3144892,,
121,Yeni tikili,18 / 18,54 m²,2,var,121000,AZN,"Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,Sirk ,28 May m.,Nəsimi r.",40.38378780537758,Bakı,49.84318971633911,3145760,var,yoxdur
122,Yeni tikili,6 / 16,92 m²,2,var,185000,AZN,"Rəssamlıq Akademiyası ,Nəriman Nərimanov parkı ,Nəriman Nərimanov m.,Nərimanov r.",40.38264366149726,Bakı,49.87209320068359,3151836,var,var
123,Köhnə tikili,9 / 9,55 m²,2,var,115000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,TQDK ,Nəsimi r.",40.39989258617802,Bakı,49.83979431395813,3153572,var,var
124,Yeni tikili,10 / 17,132 m²,3,var,211000,AZN,"Təhsil Nazirliyi ,Nərimanov r.",40.40151989948133,Bakı,49.84751267278616,3157912,,
125,Yeni tikili,8 / 17,160 m²,4,var,264990,AZN,"20 Yanvar m.,İnşaatçılar m.,Yasamal r.",40.38816806232006,Bakı,49.83243942260742,3158780,var,var
126,Köhnə tikili,3 / 5,80 m²,3,yoxdur,450000,AZN,"M.Ə.Sabir parkı ,İçəri Şəhər ,İqsadiyyat Universiteti ,İçəri Şəhər m.,Azərbaycan kinoteatrı ,Qubernator parkı ,Dövlət İdarəçilik Akademiyası ,Axundov bağı ,Fontanlar bağı ,Azneft meydanı ,Mərkəzi Univermaq ,Sahil m.,Səbail r.",40.38499730777751,Bakı,49.84222412109375,3161384,,
127,Yeni tikili,8 / 11,125 m²,3,var,193000,AZN,"Səbail r.,Badamdar q.",40.37862575802446,Bakı,49.83980533468834,3162252,var,var
128,Yeni tikili,2 / 17,72 m²,2,yoxdur,140000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38054678547589,Bakı,49.87188993360766,3163120,,
129,Yeni tikili,7 / 14,178 m²,4,var,415000,AZN,"Koroğlu m.,Nərimanov r.",40.42518892461183,Bakı,49.9121381836562,3170064,var,var
130,Yeni tikili,15 / 18,140 m²,3,var,350000,AZN,"28 May m.,Neft Akademiyası ,Səməd Vurğun parkı ,Sahil m.,Nəsimi r.",40.39203732471822,Bakı,49.84165549278259,3170932,var,yoxdur
131,Köhnə tikili,2 / 5,50 m²,2,var,87000,AZN,"Xətai r.,Həzi Aslanov q.",40.38873191798482,Bakı,49.95395421981815,3171800,,
132,Yeni tikili,7 / 18,157.8 m²,4,yoxdur,285000,AZN,"Nəsimi bazarı ,Nəsimi r.",40.37024250177031,Bakı,49.97394200996779,3175272,,
133,Köhnə tikili,2 / 5,70 m²,3,,120000,AZN,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.,Yasamal q.",40.3839039,Bakı,49.79972640000005,3176140,,
134,Yeni tikili,5 / 17,65 m²,3,var,155000,AZN,"Binəqədi r.,28 May q.",40.32414782190858,Bakı,49.8082760376262,3177876,,
135,Yeni tikili,7 / 15,112 m²,2,yoxdur,110000,AZN,Xırdalan,40.38274990424748,Xırdalan,49.8084390163422,3178744,,
136,Yeni tikili,15 / 15,30 m²,1,var,39500,AZN,Xırdalan,40.44828964535272,Xırdalan,49.74823000233754,3179612,,
137,Köhnə tikili,8 / 9,80 m²,3,var,115000,AZN,"Xətai r.,Əhmədli q.",40.36157255114996,Bakı,49.96305457031276,3180480,,
138,Yeni tikili,2 / 16,50.4 m²,2,var,75000,AZN,"Suraxanı r.,Yeni Günəşli q.",40.37973437237372,Bakı,49.98239789247227,3182216,,
139,Yeni tikili,8 / 15,56 m²,2,var,95000,AZN,Xırdalan,40.44658752509499,Xırdalan,49.75006520812896,3184820,var,var
140,Köhnə tikili,5 / 5,33 m²,1,var,58000,AZN,"Suraxanı r.,Hövsan q.",40.38087577511171,Bakı,50.0922928492934,3185688,var,var
141,Yeni tikili,20 / 24,157.6 m²,3,var,255000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,3187424,var,yoxdur
142,Köhnə tikili,2 / 5,100 m²,4,yoxdur,100000,AZN,"Əhmədli m.,Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.39989258617802,Bakı,49.83979431395813,3189160,,
143,Köhnə tikili,4 / 9,78 m²,3,var,160000,AZN,"Elmlər Akademiyası m.,Yasamal r.",40.39181261122973,Bakı,49.80257034301758,3190896,,
144,Yeni tikili,6 / 16,180 m²,4,var,355000,AZN,"Nəsimi bazarı ,Nəsimi r.",40.37472401862458,Bakı,49.83415603637699,3193500,,
145,Yeni tikili,10 / 16,120 m²,3,var,240000,AZN,"Rəssamlıq Akademiyası ,Montin bazarı ,Nəriman Nərimanov m.,Nərimanov r.",40.38930339224178,Bakı,49.85948536585312,3194368,,
146,Yeni tikili,7 / 16,165 m²,3,var,280000,AZN,"28 May m.,Neft Akademiyası ,Bakı Slavyan Universiteti ,Bakı Musiqi Akademiyası ,Azərbaycan Dillər Universiteti ,Nəsimi r.",40.41932422288878,Bakı,49.92522239685059,3195236,,
147,Yeni tikili,10 / 16,91 m²,2,yoxdur,130000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.3843596,Bakı,49.87381000000005,3197840,,
148,Yeni tikili,13 / 18,181.2 m²,4,yoxdur,290000,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.4040342944525,Bakı,49.87739111851419,3198708,,
149,Yeni tikili,4 / 8,125 m²,3,yoxdur,380000,AZN,"Xətai r.,Ağ şəhər q.",40.37979042388949,Bakı,49.89145964280588,3199576,,
150,Köhnə tikili,3 / 9,65 m²,2,var,130000,AZN,"Zərifə Əliyeva adına park ,Memar Əcəmi m.,Nəsimi m.,Nəsimi r.,4-cü mikrorayon q.",40.38816806232006,Bakı,49.83243942260742,3201312,var,var
151,Yeni tikili,8 / 12,133 m²,3,var,330000,AZN,"Zoopark ,Nərimanov r.",40.37224994422943,Bakı,49.83342432222912,3203048,,
152,Yeni tikili,15 / 17,150 m²,3,yoxdur,158000,AZN,"Yasamal r.,Yeni Yasamal q.",40.4053327515815,Bakı,49.81380344106,3208256,,
153,Yeni tikili,5 / 7,89.5 m²,3,yoxdur,68000,AZN,"Abşeron r.,Masazır q.",40.50462756296177,Bakı,49.75477763288545,3210860,,
154,Köhnə tikili,7 / 9,70 m²,2,var,102000,AZN,"Xətai r.,Əhmədli q.",40.41167961732732,Bakı,49.94238121798746,3213464,,
155,Yeni tikili,9 / 16,172 m²,3,,283000,AZN,Nəsimi r.,40.37649764183499,Bakı,49.84163403511051,3215200,,
156,Yeni tikili,5 / 18,120 m²,3,var,194900,AZN,Xətai r.,40.39352858614141,Bakı,49.8204231262207,3216068,,
157,Yeni tikili,15 / 17,140 m²,3,,238000,AZN,Nərimanov r.,40.39989258617802,Bakı,49.83979431395813,3217804,,
158,Köhnə tikili,5 / 5,50 m²,1,var,67990,AZN,"Binəqədi r.,7-ci mikrorayon q.",40.4301447,Bakı,49.85311720000004,3222144,,
159,Yeni tikili,9 / 16,94 m²,2,var,210000,AZN,"Azərbaycan turizm institutu ,Gənclik m.,Nəriman Nərimanov m.,Nərimanov r.",40.39782650279675,Bakı,49.86236214637756,3223012,,
160,Köhnə tikili,4 / 5,85 m²,3,,200000,AZN,"Səməd Vurğun parkı ,Neft Akademiyası ,28 May m.,Pedaqoji Universiteti ,Sahil m.,Səbail r.",40.37692127813258,Bakı,49.85085596554228,3224748,,
161,Köhnə tikili,4 / 4,77 m²,4,var,65000,AZN,"Qaradağ r.,Lökbatan q.",40.3274513,Bakı,49.7296599,3225616,,
162,Köhnə tikili,7 / 9,60 m²,2,var,92000,AZN,"Xalqlar Dostluğu m.,Nizami r.",40.37649764183499,Bakı,49.84163403511051,3229088,,
163,Yeni tikili,6 / 17,139.8 m²,3,yoxdur,325000,AZN,"Azərbaycan turizm institutu ,Gənclik m.,Nərimanov r.",40.39771211313156,Bakı,49.86179351806641,3230824,,
164,Köhnə tikili,4 / 4,45 m²,2,var,135000,AZN,"Elmlər Akademiyası m.,Bakı Dövlət Universiteti ,Yasamal r.",40.37671014655314,Bakı,49.81726884841922,3231692,,
165,Köhnə tikili,9 / 9,45 m²,2,var,58000,AZN,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.40952590477563,Bakı,49.84445571899418,3233428,,
166,Yeni tikili,12 / 16,50 m²,2,var,112800,AZN,"Xalqlar Dostluğu m.,Nizami r.",40.39352858614141,Bakı,49.8204231262207,3234296,,
167,Yeni tikili,6 / 17,45 m²,2,yoxdur,99000,AZN,"Şərq bazarı ,28 May m.,Nərimanov r.",40.37649764183499,Bakı,49.84163403511051,3235164,,
168,Köhnə tikili,4 / 5,50 m²,2,var,110000,AZN,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.",40.38350281212315,Bakı,49.80667172473159,3237768,,
169,Köhnə tikili,3 / 5,70 m²,3,var,82000,AZN,"Suraxanı r.,Hövsan q.",40.3895335,Bakı,50.07034859999999,3238636,,
170,Yeni tikili,7 / 16,92 m²,2,var,185000,AZN,"Tibb Universiteti ,Nəsimi r.",40.3863886681378,Bakı,49.80817391355895,3240372,var,yoxdur
171,Yeni tikili,6 / 20,200 m²,4,var,775000,AZN,"Port Baku ,Cavanşir körpüsü ,Nəsimi r.",40.39414959485713,Bakı,49.7993946075439,3243844,,
172,Yeni tikili,17 / 19,62 m²,2,yoxdur,122000,AZN,"Nəsimi m.,Binəqədi r.,9-cu mikrorayon q.",40.39181261122973,Bakı,49.80257034301758,3244712,,
173,Yeni tikili,3 / 17,65 m²,2,yoxdur,95000,AZN,Sumqayıt,40.5915344042627,Sumqayıt,49.66994833206061,3245580,,
174,Yeni tikili,7 / 7,42 m²,2,yoxdur,48000,AZN,"Abşeron r.,Masazır q.",40.4862557,Bakı,49.75753099999997,3248184,,
175,Yeni tikili,15 / 17,150 m²,4,var,320000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40437429512487,Bakı,49.87078022438958,3249920,,
176,Yeni tikili,15 / 17,80 m²,3,yoxdur,205000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.39203732471822,Bakı,49.84165549278259,3254260,,
177,Yeni tikili,18 / 24,225 m²,3,var,650000,AZN,"ASAN Xidmət №2 ,Şah İsmayıl Xətai m.,Xətai r.",40.39816149998397,Bakı,49.84086155891422,3255128,var,var
178,Yeni tikili,8 / 16,63 m²,3,var,123000,AZN,"Botanika bağı ,Səbail r.,Badamdar q.",40.35455735799172,Bakı,49.80859516785636,3255996,,
179,Yeni tikili,7 / 22,170 m²,4,var,370000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Tibb Universiteti ,Nərimanov r.",40.39980377915154,Bakı,49.86642837524414,3257732,var,var
180,Yeni tikili,13 / 14,90 m²,3,var,108000,AZN,"Abşeron r.,Masazır q.",40.39980377915154,Bakı,49.86642837524414,3259468,var,var
181,Köhnə tikili,9 / 9,75 m²,3,var,130000,AZN,"Həzi Aslanov m.,Xətai r.",40.37613086332457,Bakı,49.91559462210881,3262940,var,var
182,Yeni tikili,2 / 16,105 m²,3,var,165000,AZN,"20 Yanvar m.,Yasamal r.,Yeni Yasamal q.",40.38257828125999,Bakı,49.80385780334476,3265544,var,var
183,Yeni tikili,15 / 16,178 m²,4,var,371000,AZN,"Şərq bazarı ,Nərimanov r.",40.37862575802446,Bakı,49.83980533468834,3266412,var,var
184,Yeni tikili,14 / 17,86 m²,2,yoxdur,124000,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.394,Bakı,49.795,3268148,,
185,Yeni tikili,2 / 16,90 m²,3,yoxdur,175000,AZN,"Həzi Aslanov m.,Xətai r.",40.40828416527557,Bakı,49.87069845199589,3269884,,
186,Yeni tikili,5 / 16,80 m²,2,yoxdur,173999,AZN,"Memar Əcəmi m.,20 Yanvar m.,Nəsimi r.",40.39352858614141,Bakı,49.8204231262207,3270752,,
187,Yeni tikili,8 / 16,150 m²,3,var,184444,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.39043583494527,Bakı,49.79269250985991,3271620,var,var
188,Yeni tikili,10 / 16,53 m²,2,var,114000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38403864822475,Bakı,49.87639272630169,3272488,,
189,Köhnə tikili,4 / 9,110 m²,4,var,189900,AZN,"Azadlıq Prospekti m.,Binəqədi r.",40.39352858614141,Bakı,49.8204231262207,3275092,var,var
190,Yeni tikili,11 / 14,101 m²,3,var,262000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.42527440160644,Bakı,49.85134363174438,3277696,,
191,Yeni tikili,5 / 8,205 m²,4,yoxdur,495000,AZN,"Dərnəgül m.,Nərimanov r.",40.427,Bakı,49.869,3278564,,
192,Yeni tikili,11 / 15,80 m²,3,var,132000,AZN,"Sevil Qazıyeva parkı ,Rusiya səfirliyi ,M.Hüseynzadə parkı ,Nizami m.,Yasamal r.",40.37738239264175,Bakı,49.82495069503784,3279432,,
193,Yeni tikili,12 / 16,90 m²,3,var,90000,AZN,Abşeron r.,40.4053327515815,Xırdalan,49.81380344106,3280300,var,var
194,Yeni tikili,11 / 17,100 m²,3,yoxdur,250000,AZN,"Azadlıq Prospekti m.,Nəsimi r.",40.39816149998397,Bakı,49.84086155891422,3281168,,
195,Yeni tikili,5 / 8,125 m²,3,yoxdur,387500,AZN,"Ağ şəhər ,ASAN Xidmət №2 ,Xətai r.",40.39414959485713,Bakı,49.7993946075439,3282904,,
196,Yeni tikili,4 / 13,126 m²,3,var,208000,AZN,"Bakı Asiya Universiteti ,8 Noyabr m.,20 Yanvar m.,Nəsimi r.",40.3983899699242,Bakı,49.816398576624,3284640,,
197,Yeni tikili,7 / 11,95 m²,3,yoxdur,64000,AZN,Xırdalan,40.4609236054629,Xırdalan,49.72429275512695,3285508,,
198,Yeni tikili,15 / 22,75 m²,2,var,133000,AZN,"İnşaatçılar m.,Yasamal r.",40.37862575802446,Bakı,49.83980533468834,3286376,var,var
199,Yeni tikili,7 / 14,167 m²,4,yoxdur,276500,AZN,"Şərq bazarı ,Nərimanov r.",40.37366342035062,Bakı,49.84738061053454,3287244,,
200,Köhnə tikili,4 / 4,50 m²,2,var,130000,AZN,"Space TV ,Texniki Universiteti ,Elmlər Akademiyası m.,Yasamal r.",40.39336516184337,Bakı,49.79300022125244,3288980,,
201,Yeni tikili,17 / 19,100 m²,3,var,227000,AZN,"Nəsimi bazarı ,Koala parkı ,Dostluq kinoteatrı ,Park Zorge ,Nəsimi r.",40.39989258617802,Bakı,49.83979431395813,3293320,,
202,Yeni tikili,4 / 12,108 m²,2,var,193000,AZN,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.37738239264175,Bakı,49.82495069503784,3295056,var,var
203,Yeni tikili,3 / 16,164 m²,3,var,300000,AZN,"Şərq bazarı ,Nərimanov r.",40.39045008382347,Bakı,49.830508675731,3295924,,
204,Yeni tikili,14 / 16,60 m²,2,var,82000,AZN,Xırdalan,40.45245455420378,Xırdalan,49.74205131907212,3296792,,
205,Yeni tikili,5 / 7,78 m²,2,yoxdur,59000,AZN,Xırdalan,40.4609236054629,Xırdalan,49.72437858581543,3301132,,
206,Yeni tikili,6 / 20,144 m²,3,var,518000,AZN,"Nərimanov heykəli ,Prezident parkı ,Axundov bağı ,Sovetski ,Dövlət İdarəçilik Akademiyası ,Şəlalə parkı ,Qubernator parkı ,İçəri Şəhər m.,Səbail r.",40.38613323957885,Bakı,49.82919931411747,3302868,,
207,Yeni tikili,5 / 20,89 m²,3,var,125000,AZN,"Əhmədli m.,Xətai r.,Əhmədli q.",40.37221545360581,Bakı,49.95304124562139,3303736,var,var
208,Yeni tikili,13 / 13,68 m²,2,yoxdur,89000,AZN,"Yasamal r.,Yeni Yasamal q.",40.38805114166161,Bakı,49.78701774597167,3304604,var,var
209,Yeni tikili,9 / 17,96 m²,3,var,175000,AZN,"Xətai r.,Həzi Aslanov q.",40.37862575802446,Bakı,49.83980533468834,3308076,var,var
210,Yeni tikili,12 / 18,325 m²,5,var,650000,AZN,"Neftçi bazası ,ASAN Xidmət №1 ,Nəsimi r.",40.41932422288878,Bakı,49.92522239685059,3308944,,
211,Yeni tikili,9 / 15,156 m²,3,,400000,AZN,"Tibb Universiteti ,Nəsimi r.",40.39232579999997,Bakı,49.8296638068848,3310680,,
212,Yeni tikili,12 / 16,320 m²,5,yoxdur,448000,AZN,"TQDK ,ASAN Xidmət №1 ,Neftçi bazası ,Nərimanov r.",40.39923932419572,Bakı,49.83948420960382,3311548,,
213,Köhnə tikili,3 / 5,72 m²,2,var,190000,AZN,"Sahil bağı ,Pedaqoji Universiteti ,Malokan bağı ,Sahil m.,Nizami kinoteatrı ,Milli Konservatoriya ,28 May m.,Nəsimi r.",40.37343668221621,Bakı,49.84739005565643,3312416,,
214,Yeni tikili,13 / 18,100 m²,3,var,145000,AZN,"Neapol dairəsi ,Əhmədli m.,Xətai r.,Əhmədli q.",40.39207450867706,Bakı,49.91632254003383,3315020,var,var
215,Yeni tikili,5 / 16,198 m²,4,var,510000,AZN,"Elmlər Akademiyası m.,İncəsənət və Mədəniyyət Un. ,Yasamal r.,Yasamal q.",40.37846790778288,Bakı,49.81567737705873,3315888,,
216,Yeni tikili,12 / 16,197 m²,4,var,360000,AZN,"ASAN Xidmət №3 ,Elmlər Akademiyası m.,Yasamal r.,Yasamal q.",40.37794517085739,Bakı,49.80858987589977,3321096,,
217,Yeni tikili,4 / 16,60 m²,2,yoxdur,153000,AZN,"Nəsimi bazarı ,Nəsimi r.",40.40554735588255,Bakı,49.87506508827209,3321964,,
218,Yeni tikili,13 / 18,97 m²,3,var,145000,AZN,"Əhmədli m.,Xətai r.",40.36905727720755,Bakı,49.95721334983358,3326304,,
219,Yeni tikili,8 / 8,125 m²,3,var,325000,AZN,"Təhsil Nazirliyi ,Nərimanov r.",40.39368894441532,Bakı,49.86262001791469,3327172,,
220,Yeni tikili,15 / 17,265 m²,5,var,430000,AZN,"Zoopark ,Dostluq kinoteatrı ,Nərimanov r.",40.37024250177031,Bakı,49.97394200996779,3328908,var,var
221,Köhnə tikili,8 / 9,80 m²,3,var,135000,AZN,Xətai r.,40.39045008382347,Bakı,49.830508675731,3329776,,
222,Köhnə tikili,4 / 5,36 m²,2,var,83000,AZN,"Azadlıq Prospekti m.,Binəqədi r.",40.37024250177031,Bakı,49.97394200996779,3330644,,
223,Yeni tikili,2 / 16,135 m²,4,var,245000,AZN,"Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.39298300258589,Bakı,49.95403544813546,3336720,,
224,Yeni tikili,19 / 21,145 m²,3,yoxdur,240000,AZN,"Elmlər Akademiyası m.,Yasamal r.",40.3818771210556,Bakı,49.81092730484625,3338456,,
225,Yeni tikili,12 / 20,140 m²,3,var,237000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.37224994422943,Bakı,49.83342432222912,3339324,,
226,Yeni tikili,11 / 17,64 m²,2,var,128000,AZN,"Xalqlar Dostluğu m.,Nizami r.,8-ci kilometr q.",40.39767943033438,Bakı,49.95243072509766,3340192,var,var
227,Yeni tikili,10 / 12,153 m²,3,yoxdur,260000,AZN,"Təhsil Nazirliyi ,Nərimanov r.",40.39258570721516,Bakı,49.86106685968434,3341060,,
228,Köhnə tikili,2 / 5,85 m²,3,var,97000,AZN,"Binəqədi r.,Biləcəri q.",40.39980377915154,Bakı,49.86642837524414,3343664,,
229,Köhnə tikili,3 / 5,76 m²,3,,145000,AZN,"Qara Qarayev m.,Nizami r.,8-ci kilometr q.",40.41758313428029,Bakı,49.94021447618456,3344532,,
230,Yeni tikili,2 / 12,122 m²,3,var,188000,AZN,"Memar Əcəmi m.,Nəsimi r.,2-ci mikrorayon q.",40.38781667161964,Bakı,49.85220193862915,3347136,,
231,Yeni tikili,12 / 16,68 m²,2,var,110000,AZN,Nizami r.,40.39026819642278,Bakı,49.95772004127506,3348004,,
232,Yeni tikili,13 / 14,100 m²,3,var,149000,AZN,"20 Yanvar m.,Yasamal r.,Yeni Yasamal q.",40.39207450867706,Bakı,49.91632254003383,3348872,var,var
